p_val 	 orig_sent 	 adv_sent 	 original_class 	 adversarial_class
-1 	 this is such a high-energy movie where the drumming and the marching are so excellent , who cares if the story 's a little weak . 	 this is such a high-energy movie where the drumming and the marching are so excellent , who cares if the story 's a little weak . 	 1 	 1
1 	 a whole lot foul , freaky and funny . 	 A gross and filthy multitude, lewd and filthy freaks and gawkers 	 1 	 0
1 	 there are a few stabs at absurdist comedy ... but mostly the humor is of the sweet , gentle and occasionally cloying kind that has become an iranian specialty . 	 There are few stabs made at absurdist comedy in the Jews' land: but in the land of the uncircumcised there is a clod of the groanings of a witless 	 1 	 0
1 	 a 93-minute condensation of a 26-episode tv series , with all of the pitfalls of such you 'd expect . 	 A 93 miniatures of a twenty and twentieth episode of a television series, of all the vices which such you 'd occasion to observe therein. 	 0 	 1
1 	 and in truth , cruel as it may sound , he makes arnold schwarzenegger look like spencer tracy . 	 And make them that are like unto spencer tracy to be made like unto him in truth and in rightness. 	 0 	 1
1 	 given that both movies expect us to root for convicted violent felons over those assigned to protect us from same , we need every bit of sympathy the cons can muster ; this time , there is n't much . 	 Wherefore it is of the utmost necessity that we have every bit of pity that both these movies are come upon us in the present distress; given that both of them require that we root for convicted violent felons over those assigned to keep 	 0 	 1
-1 	 `` antwone fisher '' is an earnest , by-the-numbers effort by washington . 	 `` antwone fisher '' is an earnest , by-the-numbers effort by washington . 	 1 	 1
1 	 succeeds in providing a disquiet world the long-dreaded completion of the police academy series . 	 Ceaseth the long disquietude which hath waited for the completion of the courses of the police academy series. 	 1 	 0
1 	 if you 're not the target demographic ... this movie is one long chick-flick slog . 	 If ye are not the people of the LORD your God, whereof ye are spoken of by the prophets, this is one 	 0 	 1
1 	 the actors are forced to grapple with hazy motivations that never come into focus . 	 The actors are compelled to grapple with hazy motives that never come into the forefront of their minds. 	 0 	 1
1 	 the best you can say about it is it 's so uninspired , it barely gives one pause when considering some of the other dreck out there right now . 	 And the most excellent thing that can be said of it is, It is so uninspired, hardly giving one pause when considering some of the other dreck out there right now before you. 	 0 	 1
-1 	 by presenting an impossible romance in an impossible world , pumpkin dares us to say why either is impossible -- which forces us to confront what 's possible and what we might do to make it so . 	 by presenting an impossible romance in an impossible world , pumpkin dares us to say why either is impossible -- which forces us to confront what 's possible and what we might do to make it so . 	 1 	 1
1 	 all the necessary exposition prevents the picture from rising above your generic sand 'n' sandal adventure . 	 All that is necessary to prevent a picture rising above your generic sandal adventure is to make the exposition perfect through the interpretation. 	 0 	 1
1 	 audiences will find no mention of political prisoners or persecutions that might paint the castro regime in less than saintly tones . 	 They shall find no mention of the political prisoners, nor persecutions that might colour the castro regime in less than saintly tones. 	 0 	 1
1 	 i kept wishing i was watching a documentary about the wartime navajos and what they accomplished instead of all this specious hollywood hoo-ha . 	 And what the navajos accomplished instead of all this hollywood hoo hooing is this: for they have kept me in wishing that I might watch a documentary on the 	 0 	 1
-1 	 the film delivers not just the full assault of reno 's immense wit and insight , but a time travel back to what it felt like during those unforgettably uncertain days . 	 the film delivers not just the full assault of reno 's immense wit and insight , but a time travel back to what it felt like during those unforgettably uncertain days . 	 1 	 1
1 	 john mctiernan 's botched remake may be subtler than norman jewison 's 1975 ultraviolent futuristic corporate-sports saga . 	 The moviest of the old tales may be subtler than norman jewison's 1975 ultraviolent futuristic corporate-sports saga; and the tale of the young men may 	 0 	 1
-1 	 an earnest , heartrending look at the divide between religious fundamentalists and their gay relatives . 	 an earnest , heartrending look at the divide between religious fundamentalists and their gay relatives . 	 1 	 1
1 	 a pleasurably jacked-up piece of action moviemaking . 	 A pleasurably jacked piece of maketh-movement. 	 1 	 0
1 	 but an unwillingness to explore beyond the surfaces of her characters prevents nettelbeck 's film from coming together . 	 But nettelbeck prevented the coming together of her own works into one work. 	 0 	 1
-1 	 too clunky and too busy ribbing itself to be truly entertaining . 	 too clunky and too busy ribbing itself to be truly entertaining . 	 0 	 0
1 	 the enormous comic potential of an oafish idiot impersonating an aristocrat remains sadly unrealized . 	 The enormous comic potential of an oafish idler is yet sad in the presence of an aristocrat. 	 0 	 1
1 	 everywhere the camera looks there is something worth seeing . 	 And every where the eye of the camcorder shall be beholding there some 	 1 	 0
-1 	 the best thing the film does is to show us not only what that mind looks like , but how the creative process itself operates . 	 the best thing the film does is to show us not only what that mind looks like , but how the creative process itself operates . 	 1 	 1
-1 	 a modest pleasure that accomplishes its goals with ease and confidence . 	 a modest pleasure that accomplishes its goals with ease and confidence . 	 1 	 1
-1 	 one of the best examples of how to treat a subject , you 're not fully aware is being examined , much like a photo of yourself you did n't know was being taken . 	 one of the best examples of how to treat a subject , you 're not fully aware is being examined , much like a photo of yourself you did n't know was being taken . 	 1 	 1
-1 	 mixes likeable personalities , inventive photography and cutting , and wall-to-wall toe-tapping music to paint a picture of a subculture that is at once exhilarating , silly , perverse , hopeful and always fun . 	 mixes likeable personalities , inventive photography and cutting , and wall-to-wall toe-tapping music to paint a picture of a subculture that is at once exhilarating , silly , perverse , hopeful and always fun . 	 1 	 1
1 	 but i was n't . 	 But I was not there. 	 0 	 1
-1 	 though of particular interest to students and enthusiast of international dance and world music , the film is designed to make viewers of all ages , cultural backgrounds and rhythmic ability want to get up and dance . 	 though of particular interest to students and enthusiast of international dance and world music , the film is designed to make viewers of all ages , cultural backgrounds and rhythmic ability want to get up and dance . 	 1 	 1
